N,P,K,temperature,humidity,ph,rainfall,label
28,145,202,19.20777,82.90428,6.484323,66.83114,grapes
32,138,197,9.535586,80.73113,5.908724,69.44115,grapes
3,134,199,20.2837,81.32236,5.817178,71.06611,grapes
17,134,204,39.04072,80.18393,6.499605,73.88467,grapes
38,135,203,41.36106,82.79783,6.444373,69.92107,grapes
33,139,203,33.34214,82.51035,5.693287,70.68099,grapes
15,140,195,13.28504,83.54194,5.699453,65.80006,grapes
19,120,195,18.73932,81.12109,5.931538,73.55808,grapes
39,129,203,34.38922,83.18393,5.863997,71.03002,grapes
19,123,200,34.76086,81.03545,6.167014,65.7043,grapes
24,140,205,12.08702,83.59399,5.932029,68.66813,grapes
23,138,200,9.851243,80.22632,5.965379,68.42802,grapes
7,126,203,16.76202,82.00336,5.66214,73.28713,grapes
13,144,204,30.72804,82.42614,6.092242,68.38135,grapes
25,121,201,30.50735,82.71776,5.594241,70.082,grapes
38,138,204,25.11108,83.25448,6.32548,73.01027,grapes
31,136,197,31.11047,83.34011,5.653776,71.43002,grapes
9,122,201,29.58748,80.91934,5.570291,68.06417,grapes
23,142,197,39.06556,82.03813,6.000574,69.30773,grapes
4,134,200,28.57829,80.95629,5.840256,73.34232,grapes
6,125,204,27.92005,82.93262,5.73354,69.92093,grapes
35,134,204,9.949929,82.55139,5.841138,66.00818,grapes
29,142,203,29.67229,83.71499,5.891196,66.4849,grapes
37,124,195,18.70679,83.47953,6.209928,66.59645,grapes
16,130,201,29.12034,82.79093,5.682395,68.8503,grapes
8,127,196,27.02766,83.17094,5.833302,70.95666,grapes
26,135,203,33.78373,81.16314,5.685103,74.53557,grapes
32,139,198,35.89308,82.66851,6.358187,66.53947,grapes
37,144,197,11.18994,80.80843,6.415556,66.34235,grapes
13,132,203,23.60115,82.48337,6.423217,73.23902,grapes
21,139,201,19.36426,83.36094,5.980599,67.15095,grapes
40,143,201,24.97256,82.72829,6.476758,66.70016,grapes
20,142,196,10.89876,80.01639,6.207601,68.6942,grapes
35,125,204,19.64918,80.15216,6.107742,73.6953,grapes
32,120,204,10.38005,83.44518,6.138959,67.39174,grapes
24,131,196,22.03296,83.74373,5.732454,65.34441,grapes
30,120,200,38.06099,82.2473,6.234904,65.70148,grapes
21,134,202,10.72302,80.02131,6.42542,65.29821,grapes
32,141,204,8.825675,82.89754,5.536646,67.23577,grapes
38,132,197,20.42095,81.54185,5.931102,66.93066,grapes
17,136,195,41.20734,81.61051,6.389783,65.90227,grapes
39,139,201,41.18665,81.01783,5.539981,68.68896,grapes
6,128,200,25.96308,82.57814,5.838748,70.31783,grapes
40,121,199,26.1816,81.03886,6.315586,66.05912,grapes
39,127,202,15.32467,81.67216,6.477768,71.60103,grapes
40,72,77,17.02498,16.98861,7.485996,88.55123,chickpea
36,67,77,18.36953,19.56381,7.152811,79.26358,chickpea
47,79,78,17.48395,14.76015,6.609697,65.11366,chickpea
54,77,85,17.14186,17.06624,7.829211,83.74607,chickpea
59,69,80,19.07938,17.86755,8.165359,69.40619,chickpea
49,71,76,19.71098,17.63879,6.613072,85.57925,chickpea
48,65,78,17.43733,14.33847,7.861128,73.09267,chickpea
34,76,80,20.65692,15.84573,7.985417,65.23811,chickpea
36,56,83,18.8978,19.76183,7.452671,69.09512,chickpea
46,76,77,18.23568,19.68539,6.967843,83.74879,chickpea
58,66,79,20.99374,19.3347,8.718193,93.5528,chickpea
53,73,77,19.7136,18.09666,7.325451,73.64477,chickpea
35,57,83,19.48317,17.44535,7.476801,80.49863,chickpea
20,60,78,18.17235,14.70086,6.35874,90.77607,chickpea
27,79,82,17.06579,17.54024,6.307005,70.87151,chickpea
30,75,81,19.4179,16.80472,6.408438,68.49512,chickpea
37,66,85,20.93175,18.91295,6.456148,78.06911,chickpea
58,70,84,20.65432,16.60821,6.231049,74.66311,chickpea
57,68,81,17.17013,17.30458,8.081095,72.78624,chickpea
31,76,82,20.82485,17.85057,7.59928,79.20509,chickpea
50,56,76,20.99502,19.86013,7.966605,73.50734,chickpea
59,60,84,19.03025,18.66726,7.690962,94.70992,chickpea
43,68,81,17.47809,17.93254,6.7616,78.9206,chickpea
52,60,79,19.4534,18.23491,8.380185,75.63176,chickpea
51,72,75,18.88853,14.99451,7.104225,80.11134,chickpea
49,55,78,18.6558,16.17773,7.863114,81.70769,chickpea
23,62,85,18.97425,19.51612,8.490127,80.71087,chickpea
44,74,85,20.18649,19.6372,7.150681,78.2604,chickpea
32,60,83,19.69142,19.44225,8.829273,91.76072,chickpea
36,76,75,18.3812,16.63805,8.736338,70.52057,chickpea
35,66,81,19.37101,15.77458,6.138244,85.2482,chickpea
37,78,79,19.95265,14.82633,7.786366,88.68103,chickpea
45,61,78,19.48649,16.0624,6.489389,81.52843,chickpea
57,58,77,18.72649,17.58406,7.978997,81.20177,chickpea
53,65,76,20.19138,16.41998,8.719961,77.33795,chickpea
58,63,81,19.81345,14.69765,6.5155,78.96515,chickpea
24,56,85,18.19904,17.41333,6.545889,80.64054,chickpea
52,56,85,20.11874,14.44228,6.817124,88.68169,chickpea
28,74,81,18.01272,18.30968,8.753795,81.98569,chickpea
20,79,77,18.54989,16.02543,7.648675,76.32565,chickpea
44,59,78,20.67526,19.85389,7.599033,84.78344,chickpea
56,67,78,17.57446,16.71827,8.255451,77.81891,chickpea
30,65,82,20.71424,15.27824,7.103798,76.77889,chickpea
34,71,79,17.92781,15.85623,7.728998,74.63873,chickpea
42,74,83,19.25826,14.28042,7.545258,65.78042,chickpea
54,62,80,17.48912,16.39055,7.489545,79.45758,chickpea
23,72,84,19.02061,17.13159,6.920251,79.92698,chickpea
60,68,83,19.12065,18.43476,6.620901,85.5295,chickpea
28,76,82,20.56602,14.25804,6.654425,83.75937,chickpea
22,60,85,18.83929,14.74072,7.811998,94.7819,chickpea
22,64,82,19.48974,17.1726,6.474025,87.51313,chickpea
31,79,75,18.82023,16.10748,8.204862,89.73119,chickpea
28,72,84,18.72963,19.18197,6.481783,71.5801,chickpea
59,55,79,20.3672,16.89574,8.766129,82.25456,chickpea
26,80,83,17.08499,16.14566,7.5286,71.31007,chickpea
52,68,78,17.48504,16.96071,6.896552,86.05078,chickpea
40,58,75,18.59191,14.7796,7.168096,89.60982,chickpea
47,80,77,17.18248,16.42892,7.561108,72.85017,chickpea
35,63,76,17.81565,17.60757,7.714153,90.82098,chickpea
29,75,75,19.62416,18.71483,7.06479,88.45857,chickpea
42,62,75,18.17912,18.90427,7.010571,81.84998,chickpea
35,64,78,17.92846,14.27328,7.496645,85.37379,chickpea
43,66,79,19.46234,15.22539,7.976608,74.58565,chickpea
39,58,85,17.88776,15.4059,5.996932,68.54933,chickpea
27,73,79,19.16288,15.83501,7.354973,82.69767,chickpea
36,65,80,18.2872,16.67922,6.051091,74.87446,chickpea
29,77,75,17.50361,15.48083,7.778592,72.94467,chickpea
25,78,76,17.48043,15.75594,7.228963,66.96981,chickpea
25,68,77,20.09341,15.1128,7.701446,85.74905,chickpea
27,76,83,19.12829,14.92241,6.289614,89.61858,chickpea
32,71,85,20.62767,14.44009,6.403982,92.0663,chickpea
22,78,76,17.84852,19.09173,8.621663,76.32471,chickpea
52,73,79,17.25769,18.74944,7.840339,94.00287,chickpea
24,55,78,17.30288,15.15406,6.649196,75.5779,chickpea
43,79,79,19.40752,18.98031,7.806748,80.25065,chickpea
42,79,85,17.22385,15.82069,6.129534,76.57581,chickpea
54,61,77,18.81198,15.21618,6.206582,77.54294,chickpea
37,55,82,19.45592,18.02236,8.423874,78.44911,chickpea
59,70,84,17.33487,18.74927,7.550808,82.61735,chickpea
30,70,79,20.26942,19.96979,7.313122,69.64449,chickpea
115,17,55,27.57827,94.11878,6.776533,28.08253,muskmelon
108,26,52,28.82629,94.26765,6.201798,26.23839,muskmelon
82,20,54,29.34034,90.01506,6.54115,21.44533,muskmelon
110,14,51,27.02415,91.66738,6.085445,21.26035,muskmelon
95,26,45,29.91691,94.55696,6.11753,28.16057,muskmelon
93,20,50,29.93061,93.22981,6.448793,24.34814,muskmelon
107,12,46,29.5724,93.6187,6.559763,27.56919,muskmelon
104,25,51,28.96361,93.88482,6.469983,23.5613,muskmelon
98,22,47,29.07265,91.91533,6.341401,28.83568,muskmelon
102,11,45,29.03167,93.12603,6.355443,24.15591,muskmelon
94,5,55,28.58546,91.89217,6.085682,26.88373,muskmelon
83,7,45,29.08418,90.73892,6.704104,25.33014,muskmelon
118,18,52,28.04944,90.83131,6.562833,20.76223,muskmelon
107,11,54,28.59052,91.33617,6.094016,29.44008,muskmelon
99,6,46,28.61475,94.22253,6.396379,28.98574,muskmelon
87,6,45,29.82729,90.79007,6.400772,22.84204,muskmelon
117,19,55,28.80312,91.78337,6.121745,25.1636,muskmelon
114,8,52,29.34081,94.55135,6.419083,28.22908,muskmelon
95,16,46,27.07673,90.14363,6.746695,24.45146,muskmelon
109,26,45,28.27974,90.38971,6.224535,21.58993,muskmelon
106,20,51,29.7302,90.97016,6.342573,20.49036,muskmelon
113,20,48,27.46584,94.87679,6.440585,27.279,muskmelon
118,12,47,27.96872,92.17445,6.01074,28.94767,muskmelon
120,23,55,27.84493,91.60667,6.732049,26.47844,muskmelon
111,5,52,29.88431,94.03711,6.135996,21.0001,muskmelon
100,17,48,29.72791,94.29753,6.367801,26.52364,muskmelon
102,11,47,27.98781,92.78226,6.504907,27.14509,muskmelon
106,10,49,27.72653,92.00688,6.350624,20.21127,muskmelon
90,15,52,27.04927,91.38217,6.448062,23.65747,muskmelon
99,12,52,28.69708,94.3076,6.002927,22.21807,muskmelon
90,23,54,28.55852,90.45773,6.159021,27.26588,muskmelon
85,9,53,28.20619,92.86799,6.447663,28.78655,muskmelon
83,15,49,28.92706,91.39357,6.438008,23.20077,muskmelon
81,30,48,28.5238,92.09688,6.041027,29.86681,muskmelon
114,27,48,27.82055,93.03555,6.528404,26.32405,muskmelon
100,6,53,29.05248,93.92218,6.10591,23.66621,muskmelon
95,13,46,29.84071,93.76313,6.12602,23.28208,muskmelon
116,25,50,29.26093,92.92368,6.088886,28.70628,muskmelon
117,25,54,28.68276,92.50969,6.150686,29.11188,muskmelon
106,16,54,28.96018,91.69532,6.585873,24.74582,muskmelon
111,15,54,27.70584,92.91186,6.19409,22.06207,muskmelon
99,29,55,29.19379,91.46241,6.660955,26.4824,muskmelon
85,21,47,29.87331,90.60932,6.18677,24.6972,muskmelon
101,25,52,29.0991,94.22238,6.750146,22.52497,muskmelon
101,17,47,29.49401,94.72981,6.185053,26.30821,muskmelon
95,23,45,27.82424,90.56699,6.266209,21.19015,muskmelon
95,7,45,27.30009,90.80015,6.031666,25.09485,muskmelon
115,9,52,29.06785,90.97686,6.019372,29.11947,muskmelon
120,16,51,27.99902,91.64193,6.547042,23.28618,muskmelon
106,21,52,28.89579,94.78993,6.286515,23.03625,muskmelon
82,26,47,28.50416,93.46806,6.565313,24.20007,muskmelon
120,25,50,28.05458,94.81637,6.32721,21.84869,muskmelon
102,24,54,27.72338,90.93898,6.698469,22.81863,muskmelon
82,13,52,27.11535,94.86908,6.44281,26.51925,muskmelon
109,12,48,29.45772,92.12535,6.708744,20.76212,muskmelon
113,28,48,28.87726,92.4884,6.170521,24.44268,muskmelon
87,21,52,27.35063,94.2912,6.067665,27.21244,muskmelon
117,25,53,29.11859,92.12543,6.413927,24.5202,muskmelon
91,13,47,29.10968,92.43511,6.144109,27.95602,muskmelon
113,6,52,27.76317,90.35568,6.740984,25.21609,muskmelon
98,26,49,27.29036,90.5333,6.13016,23.49535,muskmelon
89,25,50,27.04864,91.34685,6.375923,25.08147,muskmelon
110,22,47,29.03157,91.82173,6.243674,24.93861,muskmelon
108,22,47,28.53546,91.72743,6.161124,25.129,muskmelon
84,21,55,28.47091,94.79453,6.494251,21.08484,muskmelon
114,30,51,29.24909,90.06998,6.069172,25.93497,muskmelon
83,11,53,29.54097,92.91778,6.163921,21.96531,muskmelon
95,30,52,29.4807,90.33699,6.640471,26.03658,muskmelon
110,15,48,28.5782,92.86597,6.212567,27.59872,muskmelon
84,18,46,27.08808,93.42402,6.78105,25.3216,muskmelon
110,25,54,28.91106,90.78414,6.425931,23.44398,muskmelon
80,18,52,27.87317,91.1485,6.4848,24.05208,muskmelon
100,14,49,29.48883,91.07574,6.365957,26.01909,muskmelon
111,5,50,27.5935,91.79743,6.399891,24.84266,muskmelon
111,5,47,28.03306,91.47356,6.274453,21.17925,muskmelon
82,18,48,29.09588,94.16748,6.159051,26.70581,muskmelon
117,24,53,29.17221,92.21405,6.293486,21.3029,muskmelon
96,13,55,29.52753,94.57459,6.700338,21.13546,muskmelon
102,25,50,28.20481,92.9144,6.099662,20.36001,muskmelon
87,25,46,27.42712,90.02696,6.379691,21.75088,muskmelon
7,21,20,23.71475,57.3647,6.375923,163.3488,Pumpkin
8,24,23,29.47156,61.03273,6.563135,169.4168,Pumpkin
20,60,59,27.96872,66.02411,6.998787,186.6898,Pumpkin
16,48,47,29.47156,66.99765,6.560743,157.1215,Pumpkin
7,21,20,27.30009,55.74973,6.574678,192.2316,Pumpkin
27,81,80,27.07673,62.01836,7.124572,195.7572,Pumpkin
13,39,38,23.61192,53.57286,6.352077,154.8239,Pumpkin
12,36,35,23.86087,68.4803,6.508343,188.6373,Pumpkin
20,60,59,23.61192,62.26245,6.400338,188.6373,Pumpkin
13,39,38,27.70584,67.06231,6.842966,187.1735,Pumpkin
24,72,71,27.30009,64.47859,7.319952,193.2418,Pumpkin
10,30,29,29.48883,69.94807,6.537915,176.1516,Pumpkin
24,72,71,27.07673,57.04151,7.161866,153.92,Pumpkin
7,21,20,29.47156,60.39647,6.665025,195.7572,Pumpkin
14,42,41,29.94349,50.5634,6.687088,192.4931,Pumpkin
20,60,59,29.45772,62.14451,6.702425,177.2233,Pumpkin
28,84,83,29.82729,65.44341,6.432052,157.1215,Pumpkin
11,33,32,21.8013,51.11044,6.406053,152.6194,Pumpkin
21,63,62,27.96872,62.65693,6.576261,195.7572,Pumpkin
26,78,77,27.30009,66.41327,6.608668,176.1037,Pumpkin
9,27,26,23.4626,60.39523,6.18677,155.3852,Pumpkin
29,87,86,21.42177,65.10652,7.051822,169.9288,Pumpkin
26,78,77,29.48883,63.55324,6.585346,187.1735,Pumpkin
8,24,23,29.48883,66.7609,6.751453,156.3616,Pumpkin
12,36,35,29.78714,67.37768,6.109478,157.1215,Pumpkin
30,90,89,29.82729,52.31099,6.132571,152.6194,Pumpkin
20,60,59,27.30009,50.04557,6.065898,169.9288,Pumpkin
8,24,23,29.94349,54.15319,7.321619,189.9711,Pumpkin
12,36,35,23.99686,63.65861,6.404907,182.2582,Pumpkin
12,36,35,29.93061,52.13864,6.833769,169.9288,Pumpkin
28,84,83,29.82729,53.74145,7.311077,176.8604,Pumpkin
20,60,59,29.82729,61.26003,6.919342,154.8391,Pumpkin
23,69,68,29.78714,60.76645,6.742749,176.1516,Pumpkin
14,42,41,23.50201,56.18108,6.399891,168.0432,Pumpkin
22,66,65,27.96872,67.22512,6.834808,156.3616,Pumpkin
22,66,65,27.30009,54.28618,6.800321,153.7447,Pumpkin
24,72,71,23.06204,56.4683,6.691074,154.8391,Pumpkin
21,63,62,29.93061,64.57578,7.360085,181.2916,Pumpkin
20,60,59,21.42177,64.10652,6.54403,160.6217,Pumpkin
8,24,23,23.06204,56.63636,6.840802,195.7572,Pumpkin
21,63,62,28.03306,64.72543,6.993473,176.1037,Pumpkin
14,42,41,22.36629,65.83289,7.333143,176.8604,Pumpkin
10,30,29,27.70584,61.10935,6.502675,156.3616,Pumpkin
5,15,14,29.82729,52.24226,6.721131,167.0576,Pumpkin
22,66,65,22.36629,60.516,6.399891,192.2316,Pumpkin
26,78,77,22.19109,58.45743,6.506121,168.0432,Pumpkin
26,78,77,29.48883,58.52534,6.491506,192.4931,Pumpkin
11,33,32,27.30009,55.19622,6.253409,175.1742,Pumpkin
11,33,32,23.61192,68.44031,6.356296,169.4168,Pumpkin
21,63,62,29.47156,53.83876,7.171054,168.0432,Pumpkin
15,45,44,22.19109,55.99375,6.375923,169.4168,Pumpkin
22,66,65,23.06204,65.64381,6.992234,181.2916,Pumpkin
25,75,74,23.61192,53.00366,6.989927,155.3852,Pumpkin
22,66,65,23.4626,50.50149,7.093329,192.2316,Pumpkin
11,33,32,29.82729,55.27565,6.9777,153.92,Pumpkin
21,63,62,22.36629,69.71184,6.3107,167.0576,Pumpkin
30,90,89,29.45772,51.29044,6.793245,176.5268,Pumpkin
12,36,35,27.93114,60.49245,6.159021,192.4931,Pumpkin
8,24,23,23.06204,52.26995,6.159021,193.2418,Pumpkin
23,69,68,29.82729,62.67088,6.613341,160.6217,Pumpkin
28,84,83,22.36629,55.83289,6.927804,182.2582,Pumpkin
23,69,68,27.96872,50.66687,6.187747,185.2595,Pumpkin
10,30,29,22.35548,50.40609,6.460955,160.6217,Pumpkin
15,45,44,23.06204,65.64381,7.12405,163.3488,Pumpkin
21,63,62,21.42177,52.95262,6.159021,167.0576,Pumpkin
22,66,65,23.61192,62.88179,7.287319,154.8239,Pumpkin
14,42,41,21.42177,58.84881,7.098228,153.7447,Pumpkin
24,72,71,23.4626,57.53161,6.18677,154.8391,Pumpkin
8,24,23,29.88431,54.41094,6.651491,195.7572,Pumpkin
20,60,59,27.30009,52.97841,6.067302,156.3616,Pumpkin
17,51,50,23.4626,66.76853,6.352771,176.1037,Pumpkin
17,51,50,23.50201,51.93952,6.396379,187.1735,Pumpkin
9,27,26,28.03306,57.9325,6.747976,176.5268,Pumpkin
22,66,65,27.07673,63.37479,7.228268,155.3852,Pumpkin
15,45,44,29.88431,52.26312,7.299076,159.9211,Pumpkin
10,30,29,23.86087,68.00096,6.465313,153.7447,Pumpkin
2,6,5,23.34467,55.32223,6.400338,186.6898,Pumpkin
28,84,83,27.96872,62.26595,6.641099,159.9211,Pumpkin
5,15,14,22.31254,52.88667,6.465313,176.1516,Pumpkin
15,45,44,27.07673,52.89368,6.938313,175.1742,Pumpkin
56,79,15,29.4844,63.19915,7.454532,71.89091,blackgram
42,73,25,34.03679,67.21114,6.501869,73.23574,blackgram
58,71,15,27.82593,67.58619,6.919244,74.0123,blackgram
40,63,18,30.41588,67.66324,6.744412,63.02473,blackgram
27,64,21,32.84213,68.68401,7.543804,73.67166,blackgram
37,79,19,27.54385,69.34786,7.143943,69.40878,blackgram
22,55,20,33.95309,69.961,7.42353,61.1635,blackgram
25,65,21,33.86351,68.59232,6.880246,69.24464,blackgram
57,60,17,26.23773,67.88521,7.504608,73.58664,blackgram
20,60,25,27.32542,69.09048,6.726469,61.19251,blackgram
39,60,21,34.89815,63.59949,6.972977,64.72797,blackgram
43,68,20,29.57813,66.17588,7.497469,69.43895,blackgram
33,75,21,33.04688,68.93876,6.690655,62.30278,blackgram
52,70,16,33.66855,66.60417,7.534812,67.32521,blackgram
42,61,22,26.27274,62.28815,7.418651,70.23208,blackgram
60,59,22,31.86847,66.74217,7.191523,74.22239,blackgram
49,76,18,27.05365,67.70175,7.393632,60.46938,blackgram
25,71,24,28.49539,60.44848,7.187722,74.9156,blackgram
44,77,21,32.63919,61.30091,7.32698,61.83876,blackgram
50,74,17,27.10053,63.36086,6.540821,73.8495,blackgram
34,66,19,32.97031,60.18122,7.586642,73.44679,blackgram
26,67,16,29.10713,67.90577,7.176208,67.83346,blackgram
21,72,17,31.52105,66.55724,7.580527,61.71111,blackgram
49,72,15,31.55846,67.83564,7.137005,74.86961,blackgram
33,77,21,30.32992,65.62972,7.012855,71.64631,blackgram
24,80,19,29.67892,69.08546,6.808042,65.66437,blackgram
20,62,18,29.36359,64.98743,7.366543,61.91209,blackgram
42,58,25,27.45854,62.90021,6.513621,69.46021,blackgram
58,79,17,27.24766,66.10123,7.041741,62.31842,blackgram
28,65,23,28.38687,61.88871,7.405176,74.24459,blackgram
43,61,20,26.87187,61.61367,6.804254,63.51822,blackgram
21,78,19,27.16159,66.76017,6.92009,69.85112,blackgram
25,76,17,31.74105,68.63525,7.241149,62.30617,blackgram
44,76,22,27.26459,68.01233,7.775306,68.91754,blackgram
55,67,16,34.37329,69.69366,6.596719,70.27185,blackgram
21,62,24,33.49077,62.73317,6.847383,65.45328,blackgram
40,68,17,34.1263,65.14877,7.73315,70.40795,blackgram
20,68,17,30.11873,60.11681,6.578715,71.7298,blackgram
55,78,21,33.39439,62.93693,6.602888,63.57446,blackgram
41,78,21,25.19858,60.37333,6.581313,70.88787,blackgram
29,70,15,30.335,63.54719,6.872594,74.16699,blackgram
59,55,19,31.74379,62.51008,7.332375,68.97098,blackgram
58,75,25,25.25596,61.3667,7.261792,68.64685,blackgram
35,64,15,28.47442,63.53604,6.500145,69.52744,blackgram
39,73,24,25.65843,61.18236,7.224059,69.28608,blackgram
42,79,23,27.71678,63.29103,6.781842,68.56508,blackgram
27,62,24,28.63005,66.77094,7.353877,62.27373,blackgram
30,64,20,33.86429,61.57072,6.573532,68.022,blackgram
44,75,22,30.03284,64.14801,7.574562,71.21007,blackgram
34,60,16,31.35731,64.24992,7.322555,63.85669,blackgram
34,80,19,31.49338,63.05636,6.521218,71.48327,blackgram
21,63,22,25.09737,67.72838,6.859409,74.6165,blackgram
55,66,22,30.91219,68.79427,7.747775,66.63831,blackgram
37,62,17,25.68577,69.84354,7.121255,74.62069,blackgram
41,62,15,29.384,64.14928,7.358975,65.24194,blackgram
44,55,25,29.63211,65.9136,7.421608,71.16332,blackgram
59,63,18,31.65531,60.13264,6.526692,66.69097,blackgram
56,75,15,30.20157,60.06535,7.152272,66.37171,blackgram
29,63,17,30.0263,67.88812,7.261543,66.47265,blackgram
53,74,15,29.43464,64.94329,7.517097,72.17818,blackgram
23,70,15,34.60082,63.11297,7.403623,60.4179,blackgram
27,60,17,26.41768,63.64698,7.026795,64.42177,blackgram
58,73,16,33.36984,65.67718,6.874142,64.89517,blackgram
50,64,25,28.84079,63.37231,6.734447,70.25497,blackgram
30,65,25,32.88734,64.59457,7.706509,71.50569,blackgram
52,63,19,29.58949,68.32177,6.928899,67.53021,blackgram
56,76,16,28.27266,61.18956,7.513151,63.29901,blackgram
48,61,21,30.28497,61.69295,6.628265,65.6286,blackgram
47,63,16,27.44003,67.10464,6.661871,72.5067,blackgram
28,68,19,34.63881,61.38598,7.699507,72.43169,blackgram
33,80,22,28.57006,65.71766,6.593962,70.08664,blackgram
52,71,16,27.74275,68.53997,7.075886,71.78615,blackgram
50,58,23,27.81327,62.5046,7.596802,69.75556,blackgram
25,62,21,26.73434,68.14,7.040056,67.15096,blackgram
55,77,22,31.43451,62.99303,7.760618,64.77651,blackgram
23,57,19,32.83964,67.99804,7.251001,73.40453,blackgram
20,68,23,25.54961,63.95426,7.707332,63.18305,blackgram
52,58,16,30.64096,61.14509,7.167436,71.36948,blackgram
59,58,17,28.54622,66.31394,7.368319,62.8347,blackgram
53,67,17,31.77682,69.01853,7.296972,61.46893,blackgram
3,72,24,36.51268,57.92887,6.031608,122.654,pigeonpeas
39,77,21,22.99774,60.24219,4.603563,159.6893,pigeonpeas
31,72,17,28.6918,49.47225,5.833032,96.36223,pigeonpeas
5,68,20,19.0438,33.10695,6.121667,155.3706,pigeonpeas
21,74,15,29.49097,67.10604,6.471862,153.2505,pigeonpeas
28,75,21,24.77419,50.54621,6.007508,114.2821,pigeonpeas
5,68,20,18.72988,61.33186,5.001039,139.871,pigeonpeas
26,64,22,25.95059,40.58227,5.165165,109.1821,pigeonpeas
17,64,16,30.97759,32.24914,7.161798,180.7168,pigeonpeas
27,74,20,24.69488,59.96669,5.859813,91.95792,pigeonpeas
27,71,24,31.46418,48.17631,7.064973,165.4054,pigeonpeas
16,56,17,33.8002,40.03262,7.445445,176.6166,pigeonpeas
30,75,25,30.33277,42.3525,6.446092,149.3,pigeonpeas
5,55,18,33.50876,45.70976,7.322098,126.6738,pigeonpeas
1,66,23,19.54317,56.92831,4.803564,173.1687,pigeonpeas
36,61,21,34.53824,39.04469,5.617008,168.5948,pigeonpeas
5,77,19,31.08565,66.68833,6.242052,175.9303,pigeonpeas
13,73,20,30.50421,35.48886,5.39156,162.5928,pigeonpeas
20,72,15,36.00416,56.01334,7.313517,134.8596,pigeonpeas
11,72,22,29.37736,44.82295,6.842744,172.4017,pigeonpeas
36,67,25,35.95177,36.52781,6.418063,136.0457,pigeonpeas
23,55,16,21.01142,69.69141,5.111489,185.2039,pigeonpeas
14,75,24,24.54758,57.34145,6.43616,118.3607,pigeonpeas
25,64,20,33.15123,32.45975,4.807777,105.038,pigeonpeas
38,61,21,30.27375,67.38681,4.696519,127.7767,pigeonpeas
14,74,19,18.39759,36.82639,6.624966,93.12331,pigeonpeas
17,73,18,19.50112,34.51087,5.632353,197.3753,pigeonpeas
8,59,18,29.50523,35.72032,6.216814,187.8962,pigeonpeas
40,70,20,31.8013,45.03186,5.62349,147.0361,pigeonpeas
35,80,25,28.09269,44.93322,4.895927,197.1144,pigeonpeas
37,73,21,29.50305,63.46513,5.560225,189.5209,pigeonpeas
6,66,15,34.93174,30.40047,6.345806,159.265,pigeonpeas
17,67,18,31.21928,56.46869,5.611511,129.2029,pigeonpeas
26,72,22,28.76795,37.57792,4.674942,91.72085,pigeonpeas
35,58,20,29.38539,63.47742,5.761703,90.05423,pigeonpeas
4,69,19,19.251,47.70352,5.374359,149.0632,pigeonpeas
34,56,17,33.41269,35.4291,4.548202,139.6703,pigeonpeas
36,80,21,33.6477,48.4149,7.066087,100.4673,pigeonpeas
7,74,17,22.47253,62.56532,5.66742,96.74707,pigeonpeas
20,60,22,29.65053,42.89833,6.876573,186.9226,pigeonpeas
18,58,16,21.47608,38.80024,4.962661,180.3822,pigeonpeas
27,61,18,33.30712,67.07781,5.266227,108.509,pigeonpeas
10,71,18,19.54285,66.34777,6.151029,173.1107,pigeonpeas
37,77,17,36.20971,31.94551,5.617123,191.0659,pigeonpeas
20,77,23,34.87249,38.83786,5.180272,148.2503,pigeonpeas
23,75,25,31.07509,47.19848,7.07717,91.31256,pigeonpeas
27,57,24,27.33535,43.35796,6.091863,142.3304,pigeonpeas
22,62,16,34.64554,54.32343,4.828936,180.901,pigeonpeas
24,70,21,19.14729,45.37338,5.517208,132.7748,pigeonpeas
24,63,19,19.34794,55.96805,4.681576,194.5921,pigeonpeas
16,77,22,31.48469,35.63956,6.57421,100.5468,pigeonpeas
29,78,25,19.95992,59.33158,5.982855,195.7871,pigeonpeas
16,73,19,18.41646,34.80541,4.684079,163.2747,pigeonpeas
33,61,24,20.04612,48.93906,4.567446,122.4564,pigeonpeas
40,62,19,27.32199,34.13737,4.697751,96.51524,pigeonpeas
26,73,21,31.33171,57.97429,4.946264,161.782,pigeonpeas
16,55,19,19.54314,47.19188,6.413544,192.4372,pigeonpeas
33,58,24,35.4579,68.75811,5.269504,108.6333,pigeonpeas
7,77,18,20.55913,60.54881,6.655918,191.0895,pigeonpeas
34,75,24,23.50223,51.2902,4.760038,192.3024,pigeonpeas
3,68,16,18.3191,34.69777,4.964888,107.4722,pigeonpeas
16,71,24,18.33125,38.40975,4.94637,139.6483,pigeonpeas
13,75,20,30.55992,35.29006,6.97954,178.8999,pigeonpeas
0,70,21,36.3005,56.03021,4.672437,101.6074,pigeonpeas
5,62,23,27.93483,66.45457,4.722222,145.3729,pigeonpeas
27,72,17,28.98039,57.23265,6.347929,120.7436,pigeonpeas
20,74,16,36.04354,43.61444,4.75949,159.8939,pigeonpeas
16,80,20,31.24022,56.67369,7.339321,122.0147,pigeonpeas
6,69,19,26.88631,41.69618,4.750929,94.46748,pigeonpeas
16,70,20,24.80468,40.12427,5.609396,121.5639,pigeonpeas
10,79,18,21.06437,55.46986,5.624731,184.6227,pigeonpeas
27,71,23,23.45379,46.48715,7.109598,150.8712,pigeonpeas
1,76,17,28.43431,52.10011,6.012719,147.0415,pigeonpeas
